age,job,marital,education,default,balance
33,blue-collar,single,secondary,no,-416
47,technician,married,unknown,no,2106
45,management,divorced,tertiary,no,220
32,blue-collar,divorced,secondary,no,0
69,retired,married,unknown,no,426
65,unknown,married,unknown,no,4717
37,blue-collar,married,secondary,no,395
45,blue-collar,divorced,primary,no,0
36,blue-collar,married,secondary,no,-206
62,self-employed,divorced,tertiary,no,6
37,management,married,tertiary,no,4039
39,services,divorced,secondary,no,687
38,technician,single,secondary,no,-242
31,management,married,tertiary,no,582
58,blue-collar,divorced,primary,no,8218
44,management,single,tertiary,no,1424
31,blue-collar,married,secondary,no,92
33,technician,single,secondary,no,2085
36,technician,single,tertiary,no,197
31,technician,single,secondary,no,2305
45,admin.,married,secondary,no,-547
30,technician,single,tertiary,no,411
34,blue-collar,married,secondary,no,584
34,management,married,tertiary,no,997
39,admin.,divorced,secondary,no,83
41,management,married,tertiary,no,6563
32,services,single,secondary,no,0
32,management,single,tertiary,no,0
36,blue-collar,married,primary,no,398
35,admin.,married,tertiary,no,1145
32,management,single,tertiary,no,2
33,management,single,tertiary,no,201
49,entrepreneur,married,primary,no,563
35,management,married,tertiary,no,3161
31,technician,married,secondary,no,0
42,management,married,secondary,no,1331
34,housemaid,married,primary,no,2929
32,services,married,secondary,yes,-220
29,management,single,tertiary,no,5980
32,services,single,secondary,no,48
50,housemaid,single,unknown,no,0
58,retired,married,secondary,no,3382
59,technician,married,secondary,no,2308
25,student,married,tertiary,no,10
57,services,married,secondary,no,162
30,blue-collar,single,secondary,no,1073
26,services,single,secondary,no,1700
50,services,single,primary,no,148
39,services,married,secondary,no,0
45,blue-collar,married,primary,no,185
37,management,divorced,tertiary,no,896
47,blue-collar,divorced,primary,no,1279
50,technician,married,tertiary,no,199
40,management,married,secondary,no,99
35,blue-collar,married,primary,no,378
53,management,married,tertiary,no,15
35,admin.,married,secondary,no,147
54,technician,married,secondary,no,2225
35,admin.,single,secondary,no,1810
31,housemaid,married,unknown,yes,-6
46,technician,divorced,secondary,no,435
52,management,married,secondary,no,335
34,admin.,divorced,secondary,no,-251
46,services,divorced,secondary,no,5
54,self-employed,married,secondary,no,641
37,admin.,married,tertiary,no,0
39,admin.,married,tertiary,no,722
50,technician,married,tertiary,no,3337
44,technician,divorced,secondary,no,0
56,admin.,married,secondary,no,1504
40,services,married,tertiary,no,35
36,services,married,secondary,no,895
33,management,married,tertiary,no,752
33,blue-collar,single,secondary,no,1925
42,services,married,secondary,no,-246
30,self-employed,single,tertiary,no,901
33,admin.,single,secondary,no,894
26,blue-collar,single,secondary,no,592
26,admin.,single,secondary,no,3529
37,services,married,secondary,no,0
59,retired,married,primary,no,0
49,blue-collar,married,primary,no,371
33,blue-collar,single,primary,no,1
46,technician,single,secondary,no,834
55,entrepreneur,married,primary,no,298
49,services,married,tertiary,no,306
51,technician,married,secondary,no,143
27,admin.,married,secondary,no,186
44,technician,married,secondary,no,5597
40,services,single,secondary,no,1547
36,management,married,tertiary,no,1852
46,admin.,single,secondary,no,1790
30,services,single,secondary,no,20
35,admin.,married,secondary,no,8652
31,technician,single,secondary,no,1626
37,admin.,married,secondary,no,749
49,blue-collar,married,unknown,no,51
27,services,single,secondary,yes,-1
32,blue-collar,married,secondary,no,-32
70,retired,divorced,secondary,no,6850
22,technician,single,secondary,no,333
58,blue-collar,married,secondary,no,-27
33,blue-collar,married,secondary,no,932
83,retired,divorced,primary,no,0
50,management,divorced,tertiary,no,100
53,blue-collar,married,secondary,no,-626
37,management,single,tertiary,no,9
55,services,divorced,primary,no,653
49,admin.,married,secondary,no,3608
41,blue-collar,married,primary,no,293
40,management,single,tertiary,no,36
48,management,married,tertiary,no,263
27,student,single,secondary,no,8366
30,management,single,tertiary,no,2186
37,entrepreneur,single,secondary,no,20453
37,services,single,secondary,no,105
40,blue-collar,married,secondary,no,440
73,retired,married,unknown,no,519
50,management,married,tertiary,no,19447
53,blue-collar,married,primary,no,225
47,blue-collar,married,secondary,no,2548
33,technician,divorced,secondary,no,0
50,blue-collar,married,unknown,no,2284
51,blue-collar,married,primary,no,40
42,housemaid,divorced,tertiary,no,364
34,technician,single,secondary,no,174
44,technician,married,secondary,no,10888
32,admin.,married,secondary,no,0
60,retired,married,tertiary,no,225
60,retired,divorced,tertiary,no,2131
29,blue-collar,single,secondary,no,-20
39,management,single,secondary,no,36
47,blue-collar,married,primary,no,2642
30,admin.,married,tertiary,no,400
31,technician,single,tertiary,no,1214
34,management,single,tertiary,no,-292
51,admin.,married,secondary,no,1415
38,blue-collar,married,secondary,no,213
47,admin.,single,secondary,no,2540
46,housemaid,single,tertiary,no,3232
33,management,married,tertiary,no,296
30,management,married,tertiary,no,42
40,technician,married,secondary,no,697
38,blue-collar,single,secondary,no,13156
63,retired,divorced,secondary,no,1490
33,management,married,tertiary,no,150
59,retired,married,secondary,no,0
29,management,single,tertiary,no,4210
54,services,divorced,secondary,no,1012
57,technician,married,secondary,no,16063
57,blue-collar,married,primary,no,5431
28,services,single,secondary,no,317
30,technician,single,secondary,no,4787
28,blue-collar,married,secondary,no,225
45,services,divorced,primary,no,3854
29,services,divorced,secondary,no,92
42,blue-collar,married,primary,no,-10
31,blue-collar,married,secondary,no,-617
59,housemaid,divorced,primary,no,195
41,blue-collar,married,primary,no,1172
57,housemaid,married,secondary,no,0
43,services,divorced,secondary,no,0
30,services,divorced,secondary,no,-94
26,admin.,single,secondary,no,609
52,management,single,tertiary,no,4
32,entrepreneur,divorced,secondary,no,1121
39,management,divorced,tertiary,no,355
31,blue-collar,married,secondary,no,3653
83,retired,divorced,primary,no,1097
34,management,married,tertiary,no,436
40,blue-collar,married,secondary,no,4795
39,self-employed,married,secondary,no,266
50,unemployed,married,secondary,no,3357
30,technician,married,tertiary,no,101
43,blue-collar,married,secondary,no,10910
49,blue-collar,married,secondary,no,1568
41,retired,single,primary,no,0
35,blue-collar,married,secondary,no,305
57,retired,married,tertiary,no,31
29,entrepreneur,married,secondary,no,452
48,admin.,married,secondary,no,5
38,entrepreneur,divorced,tertiary,no,7929
41,entrepreneur,married,primary,no,39
39,housemaid,married,primary,no,267
31,management,married,tertiary,no,4945
51,technician,married,secondary,no,463
35,unemployed,single,secondary,no,2116
45,admin.,divorced,secondary,no,59
28,blue-collar,married,secondary,no,131
57,retired,married,secondary,no,107
36,unemployed,married,secondary,no,-35
49,technician,married,primary,no,230
34,management,single,tertiary,no,2679
65,retired,married,primary,no,493
26,services,single,secondary,no,256
52,blue-collar,married,primary,no,-133
32,blue-collar,single,secondary,no,811
33,unemployed,married,tertiary,no,302
43,management,married,tertiary,no,3529
26,technician,single,tertiary,no,75
45,technician,married,secondary,no,999
30,management,single,tertiary,no,7845
37,services,divorced,primary,no,260
45,management,single,tertiary,no,2048
34,management,married,tertiary,no,1557
35,services,married,secondary,no,505
41,admin.,married,tertiary,no,1536
42,self-employed,married,tertiary,no,0
48,blue-collar,married,unknown,no,439
45,unknown,married,primary,no,44
47,management,married,tertiary,no,295
37,blue-collar,married,primary,no,190
32,management,married,secondary,no,3935
40,management,married,tertiary,no,-17
35,technician,single,secondary,no,175
31,technician,single,secondary,no,4888
36,technician,single,tertiary,no,40
44,management,married,tertiary,no,4460
52,admin.,divorced,secondary,no,98
28,student,single,secondary,no,330
45,blue-collar,married,primary,no,13117
38,management,married,tertiary,no,12877
39,blue-collar,married,primary,no,1506
28,management,single,tertiary,no,0
31,technician,single,secondary,no,775
46,blue-collar,married,primary,no,258
22,student,single,secondary,no,246
49,blue-collar,single,primary,no,2146
44,unemployed,married,secondary,no,304
31,self-employed,single,secondary,no,360
53,blue-collar,married,primary,no,3316
55,management,married,tertiary,no,6880
35,technician,married,secondary,no,2189
35,blue-collar,married,secondary,no,5304
37,management,single,tertiary,no,102
50,blue-collar,married,secondary,no,181
37,management,married,primary,no,3953
37,blue-collar,single,primary,no,6969
29,management,single,tertiary,no,572
31,admin.,single,secondary,no,223
40,technician,married,secondary,no,-396
47,services,divorced,secondary,no,164
55,self-employed,married,secondary,no,2678
33,technician,single,secondary,no,920
53,services,divorced,secondary,no,4554
38,management,single,tertiary,no,623
61,management,married,secondary,no,967
43,unemployed,divorced,secondary,no,1577
42,housemaid,married,primary,no,1
36,management,divorced,tertiary,no,0
31,technician,single,tertiary,no,1166
59,management,married,unknown,no,3534
29,blue-collar,married,primary,no,200
33,technician,married,secondary,no,4790
44,blue-collar,married,primary,no,-237
43,blue-collar,married,secondary,no,1335
42,management,married,tertiary,no,603
32,management,single,tertiary,no,577
43,management,married,tertiary,no,0
39,admin.,single,secondary,no,163
23,blue-collar,married,primary,no,1158
43,services,married,secondary,no,642
46,admin.,married,secondary,no,466
31,technician,married,secondary,no,119
38,management,married,tertiary,no,3436
53,blue-collar,married,primary,no,238
37,blue-collar,married,primary,no,378
49,entrepreneur,divorced,secondary,no,32
31,unemployed,single,secondary,no,315
45,management,married,tertiary,no,6945
58,admin.,married,secondary,no,3496
35,blue-collar,single,secondary,no,0
32,technician,single,secondary,no,309
28,technician,single,tertiary,no,0
26,technician,single,secondary,no,668
48,management,married,tertiary,no,1175
30,blue-collar,single,secondary,no,363
31,entrepreneur,single,tertiary,no,38
31,management,married,tertiary,no,1183
45,blue-collar,divorced,primary,no,942
38,admin.,married,secondary,no,4196
34,management,married,tertiary,no,297
42,services,married,secondary,no,-91
60,self-employed,married,primary,no,362
42,blue-collar,single,secondary,no,1080
32,admin.,single,secondary,no,620
42,unemployed,divorced,tertiary,no,-166
33,services,married,secondary,no,288
42,admin.,married,unknown,no,642
51,technician,married,tertiary,no,2506
36,technician,divorced,secondary,no,566
46,blue-collar,married,secondary,no,668
40,blue-collar,married,secondary,no,1100
49,blue-collar,married,secondary,no,322
38,blue-collar,married,secondary,no,1205
32,services,single,secondary,no,473
33,services,married,secondary,no,-333
57,self-employed,married,tertiary,yes,-3313
57,technician,married,secondary,no,295
28,blue-collar,married,secondary,no,1137
44,entrepreneur,single,tertiary,no,1136
